index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 14:19:14.790, 38.48 W, 63 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:15.794, 39.69 W, 45 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:16.798, 110.75 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:17.801, 38.48 W, 41 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:18.805, 139.09 W, 6 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:19.809, 114.31 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:20.812, 38.72 W, 62 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:21.816, 153.65 W, 2 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:22.819, 38.48 W, 41 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:23.823, 38.72 W, 62 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:24.827, 39.94 W, 35 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:25.830, 177.24 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:26.834, 169.24 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:27.838, 159.10 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:28.845, 128.21 W, 10 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:29.848, 39.21 W, 43 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:30.852, 166.82 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:31.855, 157.75 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:32.859, 91.18 W, 51 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:33.863, 38.48 W, 47 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:34.867, 38.73 W, 63 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:35.870, 38.96 W, 62 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:36.874, 40.18 W, 27 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:37.877, 168.88 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:38.881, 38.48 W, 62 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:39.885, 151.94 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:40.889, 38.48 W, 52 %, 1328 MHz, 48, 9209 MiB
